	corr	p2tailed	p2tailed_adj	p2tailed_adj_bool	all_criteria_met
MOGAT3	0.003920655645242725	0.9432635838970461		False	False
MOGS	0.1625360491408245	0.0029765180178581412		True	True
MON1B	0.5092855257923083	2.60483057021277e-23		True	True
MORC3	0.16919645196102054	0.0019773554872728983		True	True
MORC4	0.07319905624013533	0.18335180970120887		False	False
MORF4L2	0.23123473545441636	2.088476924930884e-05		True	True
MORN2	0.0175011604427556	0.750706485132434		False	False
MORN3	0.1722045944817215	0.001635821742515974		True	True
MORN4	0.38396501570950486	4.1814846843543394e-13		True	True
MORN5	0.16121477417142055	0.0032223958387025513		True	True
MOS	0.16979890722791882	0.0019041392847386424		True	True
MOSPD1	0.15140055491060964	0.005706317438449321		True	True
MOSPD2	0.06315736131499754	0.25113884564184297		False	False
MOSPD3	0.29319777517325696	5.2616216300095636e-08		True	True
MOV10	0.38329971006568814	4.623246185895717e-13		True	True
MOXD1	-0.0930474383002604	0.09051552074150232		False	False
MPDU1	0.4513566202914281	4.554799138109122e-18		True	True
MPEG1	0.08281838215275501	0.13208787138535455		False	False
MPHOSPH10	0.16454010506012845	0.0026359812200608735		True	True
MPHOSPH6	0.37569716530079555	1.4334567523803786e-12		True	True
MPI	0.3901876353425783	1.616476608437099e-13		True	True
MPO	0.008414454769244661	0.8786008626970248		False	False
MPP6	0.04597181836512586	0.40375788407382396		False	False
MPPE1	0.14798389430995987	0.006910794428670203		True	True
MPST	0.20885062603256202	0.0001263612872019083		True	True
MPV17	0.25661679620847044	2.161404286864703e-06		True	True
MPV17L2	0.39157347691485056	1.3045187822863023e-13		True	True
MPZ	-0.03661010223974229	0.5061945503450654		False	False
MPZL2	0.16446866717906106	0.0026474835685617697		True	True
MPZL3	0.18789139908884525	0.0005788599406647688		True	True
MR1	0.3174726354831298	3.287343730029214e-09		True	True
MRAP	0.08212054297496588	0.13538822600311448		False	False
MRAP2	-0.03557947655299647	0.5182480021312568		False	False
MRAS	0.3116352029089091	6.5543199422437215e-09		True	True
MRE11A	0.2056883468715455	0.00016057501257077142		True	True
MRFAP1	0.4012287669841263	2.847325246756933e-14		True	True
MRFAP1L1	0.4089245059050626	8.165532004106901e-15		True	True
MRGPRD	0.1825974596378642	0.0008297310005256915		True	True
MRGPRE	0.11410495559918966	0.03770555433945335		False	False
MRGPRF	0.1271326378412824	0.020496115909159094		True	True
MRGPRG	0.012550692110687869	0.8197776557327945		False	False
MRGPRX1	0.026853864506442796	0.6258734456776964		False	False
MRGPRX2	0.0367787939823344	0.5042357288598625		False	False
MRGPRX3	-0.07991026002400926	0.14626069919418838		False	False
MRGPRX4	-0.04962547189208156	0.3673946769642771		False	False
MRM1	0.30058985418664125	2.3227775483758637e-08		True	True
MRO	0.02371409326833968	0.6668158074979771		False	False
MRPL1	0.19290538524705128	0.00040792201179395423		True	True
MRPL10	0.42023503823009145	1.2273628053032448e-15		True	True
MRPL11	0.33027691110909385	6.863347418144784e-10		True	True
MRPL12	0.3702267149871752	3.178018613007198e-12		True	True
MRPL16	0.18400863033156167	0.0007545152870490776		True	True
MRPL17	0.29119051615616687	6.543702506260786e-08		True	True
MRPL18	0.22940142786672094	2.4371129110608917e-05		True	True
MRPL19	0.17566515772620253	0.0013102501642251428		True	True
MRPL2	0.4102992842722737	6.510272328269091e-15		True	True
MRPL21	0.2963490739777059	3.723556722389404e-08		True	True
MRPL24	0.4848076482741932	5.664487905575584e-21		True	True
MRPL27	0.23054776826600454	2.2131793580976037e-05		True	True
MRPL3	0.3438130792939543	1.2084468809957152e-10		True	True
MRPL30	0.11323001308989954	0.03920740566841276		False	False
MRPL33	0.2654276920343608	9.277935562386548e-07		True	True
MRPL34	0.3618060724940976	1.051469294446198e-11		True	True
MRPL35	0.2891427114565106	8.15995011127894e-08		True	True
MRPL37	0.357229329675232	1.9857004877641518e-11		True	True
MRPL39	0.25349817436815275	2.8944559406216127e-06		True	True
MRPL4	0.28656812837435985	1.0743287320865136e-07		True	True
MRPL42	0.27370348038545533	4.076375481555153e-07		True	True
MRPL42P5	0.08217569544706799	0.13512510225030055		False	False
MRPL43	0.39154227127210717	1.3108468549045095e-13		True	True
MRPL44	0.2700424047598239	5.885092358126272e-07		True	True
MRPL50	0.36523042133901995	6.490932310115421e-12		True	True
MRPL51	0.47015205761264445	1.162386039575829e-19		True	True
MRPL52	0.274762662624825	3.661828177046697e-07		True	True
MRPL53	0.10285856605107484	0.06119666585111427		False	False
MRPL54	0.479964695762285	1.5623161834520213e-20		True	True
MRPL55	0.4296873700005445	2.38245966906571e-16		True	True
MRPL9	0.7070651986178192	1.3491921688293084e-51		True	True
MRPS10	0.2041897908013572	0.000179658941517161		True	True
MRPS12	0.31095888165188823	7.093011397184849e-09		True	True
MRPS14	0.6001150688722847	7.346109843160725e-34		True	True
MRPS15	0.08639454544358749	0.11613960597380688		False	False
MRPS16	0.5606170957971988	7.143299881798837e-29		True	True
MRPS17	0.3397556012566525	2.052024237955564e-10		True	True
MRPS18A	0.41084527832783574	5.9483941346732834e-15		True	True
MRPS18C	0.2837902580873667	1.4410623187965925e-07		True	True
MRPS2	0.2784151351561377	2.520990350629759e-07		True	True
MRPS21	0.2943003545244997	4.664307253730633e-08		True	True
MRPS22	0.4378906088023498	5.5060731523824485e-17		True	True
MRPS24	0.24239256013586594	7.942325036025814e-06		True	True
MRPS26	0.18163822609771482	0.0008847480050022822		True	True
MRPS28	0.36295547354308255	8.948660943738291e-12		True	True
MRPS31	0.3426089417432004	1.4152020577911922e-10		True	True
MRPS33	0.26883439670854886	6.635325510366292e-07		True	True
MRPS34	0.277476584404977	2.7762360763404093e-07		True	True
MRPS36	0.37646428437986784	1.2804872860128056e-12		True	True
MRPS5	0.34694009223437733	7.993344475779683e-11		True	True
MRPS6	0.25196240119376223	3.3374988496252956e-06		True	True
MRS2	0.30724995118336407	1.0899720905469246e-08		True	True
MRS2P2	0.176738807681796	0.0012220576050063626		True	True
MRTO4	0.3380336005424286	2.563147456635224e-10		True	True
MRVI1	0.03703733763642713	0.5012413039488868		False	False
MS4A1	0.13465589096178063	0.01406940682289012		True	True
MS4A10	0.08491076932716272	0.1225635309199039		False	False
MS4A13	0.061878678054388236	0.26088218699222465		False	False
MS4A15	0.0889649312809977	0.10563795858388204		False	False
MS4A3	-0.011630996682981433	0.8327821758640044		False	False
MS4A5	-0.007860653589273086	0.8865350692552202		False	False
MS4A6A	0.03544424548622459	0.5198404577565483		False	False
MS4A6E	-0.03804406187739939	0.48967145194332273		False	False
MSC	0.0788382946960451	0.1517675566740925		False	False
MSGN1	-0.11178631147811956	0.041796020034558255		False	False
MSL3	0.19602828909160586	0.00032656960527726377		True	True
MSMP	0.1867214814492837	0.0006273235679838775		True	True
MSN	0.12890310859289386	0.018789620505936692		True	True
MSRB2	0.20293304706376553	0.00019727921261385533		True	True
MST1	0.14635849950261287	0.0075598799454999885		True	True
MST1R	0.12213928827220533	0.026052495566978057		True	True
MSTN	0.02670853135211436	0.6277446874870386		False	False
MSX1	-0.030535062067386324	0.579300896062134		False	False
MT1A	-0.07914545793813253	0.1501737849306711		False	False
MT1B	0.10595050339997576	0.053773000075704076		False	False
MT1DP	-0.05147401889877363	0.3497966306104564		False	False
MT1E	0.11805941321442975	0.031511115163924436		False	False
MT1F	0.1135461995294775	0.03865893344698885		False	False
MT1G	-0.010790656798447939	0.8447046601247677		False	False
MT1H	0.02401012677371023	0.6629106209928143		False	False
MT1IP	0.0031978166905097393	0.953710887005673		False	False
MT1L	0.10710201581371073	0.051206771194316957		False	False
MT1M	0.007313354036315138	0.8943872700046747		False	False
MT2A	0.17337390842560696	0.001518331274173799		True	True
MT4	-0.04595037408125996	0.40397744984453055		False	False
MTA1	0.2554375784348321	2.4148333535283096e-06		True	True
MTA2	0.3280299979079507	9.082944526557376e-10		True	True
MTAP	0.3149481494389211	4.43857087581099e-09		True	True
MTBP	0.3812607231158618	6.28066227605986e-13		True	True
MTF1	0.1791995731768517	0.001040125555992782		True	True
MTF2	0.18504104683083966	0.0007035356425650224		True	True
MTFMT	0.319715846622145	2.511610984336698e-09		True	True
MTFR1	0.2896831568254009	7.699478483894712e-08		True	True
MTHFD2	0.23299355448702255	1.798850507192466e-05		True	True
MTHFD2L	0.3009947510006529	2.219556543103362e-08		True	True
MTHFR	0.17922840578630453	0.0010381501641832825		True	True
MTHFS	0.2575021708638084	1.988054199157592e-06		True	True
MTHFSD	0.42310805056827283	7.497824252679344e-16		True	True
MTIF2	0.3312254364319208	6.093499210060115e-10		True	True
MTIF3	0.20390915123559006	0.00018346092371287998		True	True
MTL5	0.1432190195762716	0.008969425437624369		True	True
MTM1	0.038061819501804775	0.48946866336487516		False	False
MTMR10	0.3049244101201608	1.4226241026963797e-08		True	True
MTMR14	0.44130104560098393	2.9596512121253953e-17		True	True
MTMR4	0.44653439884762747	1.1261514841768269e-17		True	True
MTMR6	0.23984661024428425	9.943855900561225e-06		True	True
MTNR1B	-0.03349324524646442	0.5430913701839493		False	False
MTRF1	0.19576120334700728	0.000332886224080551		True	True
MTRF1L	0.29754019840836277	3.263824440394263e-08		True	True
MTRR	0.2609329686310287	1.4337569152350392e-06		True	True
MTTP	0.06470151836723516	0.2397133241434674		False	False
MTUS2	-0.0575304905917358	0.29594547216126604		False	False
MTVR2	0.06913478281417516	0.20895342920076276		False	False
MTX2	0.2785152434092482	2.495137065006437e-07		True	True
MTX3	0.15506141569565232	0.004628029623297865		True	True
MUC12	0.05383402613196743	0.32811766819951194		False	False
MUC15	-0.06700338450442157	0.22336691717520943		False	False
MUC2	0.1311679289863546	0.016787927578048655		True	True
MUC21	0.08676482485558651	0.11457830237551883		False	False
MUC7	0.04395039564794364	0.4247661976096675		False	False
MUCL1	-0.09868482383280772	0.072537967397216		False	False
MUL1	0.3458286751119445	9.263072329986803e-11		True	True
MUM1L1	0.06908620415571093	0.2092742871243531		False	False
MURC	-0.06752402402021565	0.2197824293514592		False	False
MUSK	-0.002369132259550093	0.9656976330998237		False	False
MUSTN1	0.13010139354499006	0.017706074945659695		True	True
MUT	0.1733735150181615	0.001518369467151428		True	True
MX1	0.29212935070947743	5.9104396311025844e-08		True	True
MX2	0.22663304022503353	3.069646168035794e-05		True	True
MXD3	0.270639752185603	5.544879570146247e-07		True	True
MXD4	0.22046700566435698	5.080010925002815e-05		True	True
MXRA5	-0.03167790002328678	0.5651788885717764		False	False
MYADML	-0.0016411406323841768	0.9762343400356702		False	False
MYADML2	0.06747857907422522	0.22009366104193975		False	False
MYB	-0.022588732196157712	0.6817426554038202		False	False
MYBBP1A	0.16879694126018274	0.0020273168645536777		True	True
MYBL1	0.2990380495902738	2.763045408471187e-08		True	True
MYBL2	0.3683553728575012	4.158629904250834e-12		True	True
MYBPC2	0.011596705576786935	0.8332679585357188		False	False
MYBPH	0.05057189704377537	0.35831721751238776		False	False
MYCBP	0.10510674669719786	0.055720478436436446		False	False
MYCN	-0.0288306105512646	0.6006637401166293		False	False
MYCNOS	-0.02255004687230566	0.682258032322869		False	False
MYCT1	0.02514038431429272	0.6480850673819716		False	False
MYD88	0.24575474927713095	5.880341514342895e-06		True	True
MYEF2	0.027926379962359672	0.612138954908199		False	False
MYEOV	0.014776292151208074	0.7885176286718656		False	False
MYEOV2	0.15777820717988558	0.003950517145151864		True	True
MYF5	0.08317810481116285	0.13041101588931248		False	False
MYF6	-0.005526929909274884	0.9200851981044561		False	False
MYH1	-0.019202735787740875	0.7273873764190018		False	False
MYH16	0.09699917092064313	0.07757940045935201		False	False
MYH4	-0.04381823651511796	0.4261614950628747		False	False
MYH6	0.12243238530839472	0.025693770259573742		True	True
MYH7	0.03381934857085267	0.5391694562253113		False	False
MYH8	-0.09424809151254888	0.08641426776642072		False	False
MYL2	0.06679808167215756	0.224791764752907		False	False
MYL3	0.13073100153832987	0.01715890936582732		True	True
MYL4	0.02858011339912854	0.6038329987745095		False	False
MYL6B	0.26536250195889943	9.337223348216035e-07		True	True
MYL7	0.05540940961761559	0.3141399478365199		False	False
MYL9	0.12429662269290831	0.023510172722522798		True	True
MYLIP	0.10167237745656588	0.06426032287580648		False	False
MYLK2	0.25282008984463455	3.0826643141097514e-06		True	True
MYLK4	0.08714872077395332	0.11297699304382779		False	False
MYO1C	0.36358535660499025	8.189499517364473e-12		True	True
MYO1H	-0.05720815221590463	0.29866427235963		False	False
MYO7A	0.11814567790695393	0.03138630320390192		False	False
MYOC	-0.13608944604879733	0.01306941050939371		True	False
MYOD1	0.018538564478415214	0.7364609470942496		False	False
MYOM3	0.04975353316351906	0.3661581253546581		False	False
MYOZ3	0.014415048999045188	0.7935699636690077		False	False
MYPOP	0.321832804682218	1.9442448835098313e-09		True	True
MYSM1	0.09494627367296568	0.08409893231428707		False	False
N4BP2	0.12281531490299412	0.025231511563897045		True	True
N4BP2L1	0.20785189636764603	0.00013634794247122486		True	True
N4BP2L2	0.22558225996604417	3.348127355609271e-05		True	True
N4BP3	0.04296741556701074	0.43520771687504833		False	False
N6AMT1	0.1641138707715466	0.002705289520383069		True	True
N6AMT2	0.1608680966903241	0.0032898904624818087		True	True
NAA10	-0.006950038823172607	0.8996055598299908		False	False
NAA11	0.01873381658505282	0.7337896480230772		False	False
NAA15	0.165857689618592	0.002431827281121379		True	True
NAA38	0.02257328274584455	0.6819484596761816		False	False
NAAA	0.06197396803931985	0.26014724281351714		False	False
NAB1	0.31058418716865505	7.409654855184175e-09		True	True
NAB2	0.23390663213770574	1.6639418958954265e-05		True	True
NACA	0.15789496984327256	0.003923519283630542		True	True
NACA2	-0.10466142473878398	0.0567716865980477		False	False
NACAD	0.11355640696555022	0.03864133583005212		False	False
NACC1	0.32578354879804267	1.1992334268386563e-09		True	True
NADSYN1	0.11463688411539451	0.0368165257833803		False	False
NAE1	0.33341733643982224	4.6215479076251695e-10		True	True
NAF1	0.21515067919711728	7.755789622768694e-05		True	True
NAGA	0.4035154713527649	1.971119852264095e-14		True	True
NAGK	0.27728637414473173	2.8309098947348704e-07		True	True
NAGLU	0.25742224417740894	2.0031402434191703e-06		True	True
NAGPA	0.21001336535473858	0.00011560009898919686		True	True
NAIF1	0.19099967478468197	0.0004664412275512551		True	True
NANOG	-0.036657377524157285	0.5056451957486241		False	False
NANOS1	0.38365067530637276	4.3848077095973445e-13		True	True
NANOS2	-0.0013758263894207117	0.9800755327441533		False	False
NANOS3	0.21578785046376736	7.376292422277606e-05		True	True
NANP	0.26197992495590333	1.2964508710165472e-06		True	True
NANS	0.35014708253705057	5.20670255309241e-11		True	True
NAP1L1	0.21306668496887032	9.129356126466411e-05		True	True
NAP1L2	0.032410921729074504	0.556208548690437		False	False
NAP1L3	0.11710857656446937	0.03291514260479834		False	False
NAP1L5	0.046623164197464546	0.3971227639680336		False	False
NAP1L6	0.15225887269414284	0.005435020757817153		True	True
NAPA	0.3402252194999577	1.9307992716848463e-10		True	True
NAPG	0.17198664297749305	0.0016586209178070502		True	True
NAPSA	0.14032735299179463	0.010469589898061961		True	True
NAPSB	0.11305292816057327	0.03951744921147698		False	False
NARFL	0.34925903563724525	5.865772465466487e-11		True	True
NARS	0.4332320018377129	1.2712894433253552e-16		True	True
NASP	0.31145551532544363	6.693446937594006e-09		True	True
NAT10	0.344233550609218	1.1434235624309769e-10		True	True
NAT14	0.16362327501009305	0.0027871125758635413		True	True
NAT6	0.3020392155266041	1.9733384308305294e-08		True	True
NAT8L	0.17753027667021865	0.001160575588396657		True	True
NBEAL2	0.11722962999832537	0.03273348163501166		False	False
NBL1	0.12345458777277532	0.024475766453378688		True	True
NBN	0.2638317321110396	1.083843683497708e-06		True	True
NBPF22P	-0.14375134968506625	0.008715100911584058		True	False
NBPF4	0.11545855417324487	0.03547820117557542		False	False
NBPF6	0.0934297649717998	0.08919296734593628		False	False
NBPF7	-0.018068511216882913	0.7429048412365202		False	False
NCAPG	0.11877408708139305	0.030489766784277613		False	False
NCAPH	0.33636485788912346	3.1754899927706746e-10		True	True
NCBP1	0.33422878699846365	4.1695802459115116e-10		True	True
